Interaction:  mu_gam_178(X)^(*)  AntiPart mu_del_178(X)  to  e_eps_85(X)  AntiPart e_eta_163(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:mu(X_1), AntiPart mu(X_2),  OffShell A(V_1), : -1/2*i*e^2*gamma_{+%\sigma_325,%eta_160,%eps_82}*gamma_{%\sigma_325,%gam_176,%del_176}*e_{j_73,%del_176}(p_4)_v*e_{i_73,%gam_176}(p_3)_u^(*)*mu_{k_71,%eps_82}(p_1)_u*mu_{l_71,%eta_160}(p_2)_v^(*)/(m_mu^2 + s_12 + 1/2*reg_prop) : 1/4*e^4*(16*m_e^2*m_mu^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart A_\sigma_646898(X)  to  mu_eta_355334(X)  AntiPart OffShell A_\sigma_647862(X) : Vertex V_0:mu(X_3),  OffShell A(X_4), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1), A(X_2),  OffShell mu(V_1), : i*e^2*(m_mu*gamma_{%\lambda_666692,%eta_357225,%eta_357290}*gamma_{%\sigma_647829,%eta_357290,%alpha_223288}*A_{l_245393,+%\sigma_647829}(p_2)*A_{j_245395,+%\lambda_666692}(p_4)^(*)*mu_{i_245395,%eta_357225}(p_3)_u^(*)*mu_{k_245393,%alpha_223288}(p_1)_u + p_1_%\rho_640829*gamma_{%\lambda_666692,%eta_357233,%eta_357291}*gamma_{+%\rho_640829,%eta_357291,%eta_357292}*gamma_{%\sigma_647829,%eta_357292,%alpha_223291}*A_{l_245393,+%\sigma_647829}(p_2)*A_{j_245395,+%\lambda_666692}(p_4)^(*)*mu_{i_245395,%eta_357233}(p_3)_u^(*)*mu_{k_245393,%alpha_223291}(p_1)_u + p_2_%\rho_640829*gamma_{%\lambda_666692,%eta_357236,%eta_357293}*gamma_{+%\rho_640829,%eta_357293,%eta_357294}*gamma_{%\sigma_647829,%eta_357294,%alpha_223292}*A_{l_245393,+%\sigma_647829}(p_2)*A_{j_245395,+%\lambda_666692}(p_4)^(*)*mu_{i_245395,%eta_357236}(p_3)_u^(*)*mu_{k_245393,%alpha_223292}(p_1)_u)/(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/4*e^4*(128*m_mu^2*s_12 + s_11*(64*m_mu^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + (-16)*e^4*m_mu*(m_mu*(s_11 + s_13) + m_mu*(s_12 + s_23))*(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart A_\sigma_646898(X)  to  OffShell mu_beta_171702(X)  A_\lambda_667031(X) : Vertex V_0:A(X_2),  OffShell mu(X_3), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1), A(X_4),  OffShell mu(V_1), : -i*e^2*(p_2_%\lambda_666962*gamma_{+%\lambda_666962,%eta_358080,%eta_358081}*gamma_{%\sigma_648097,%eta_358024,%eta_358080}*gamma_{%\tau_650246,%eta_358081,%alpha_223713}*A_{l_245423,+%\sigma_648097}(p_2)*A_{j_245425,+%\tau_650246}(p_4)^(*)*mu_{i_245425,%eta_358024}(p_3)_u^(*)*mu_{k_245423,%alpha_223713}(p_1)_u + -p_3_%\lambda_666962*gamma_{+%\lambda_666962,%eta_358082,%eta_358083}*gamma_{%\sigma_648097,%eta_358027,%eta_358082}*gamma_{%\tau_650246,%eta_358083,%alpha_223714}*A_{l_245423,+%\sigma_648097}(p_2)*A_{j_245425,+%\tau_650246}(p_4)^(*)*mu_{i_245425,%eta_358027}(p_3)_u^(*)*mu_{k_245423,%alpha_223714}(p_1)_u + -m_mu*gamma_{%\sigma_648097,%eta_358030,%eta_358084}*gamma_{%\tau_650246,%eta_358084,%alpha_223715}*A_{l_245423,+%\sigma_648097}(p_2)*A_{j_245425,+%\tau_650246}(p_4)^(*)*mu_{i_245425,%eta_358030}(p_3)_u^(*)*mu_{k_245423,%alpha_223715}(p_1)_u)/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/4*i*e^2*(i*e^2*(64*m_mu^2 + 16*s_13)*s_33/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_mu^2*(s_13 + s_33)/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop))/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) + (-8)*i*e^2*(i*e^2*s_12*s_23/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) + 2*i*e^2*m_mu^2*(s_12 + s_23)/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) + -1/4*i*e^2*(16*m_mu^2*s_23 + 4*s_12*s_33)/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop))/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart A_\sigma_646898(X)  to  OffShell mu_beta_171702(X)  A_\lambda_667031(X) : Vertex V_0: OffShell mu(X_3), A(X_4), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1), A(X_2),  OffShell mu(V_1), : i*e^2*(m_mu*gamma_{%\sigma_648132,%eta_358166,%alpha_223750}*gamma_{%\tau_650272,%eta_358104,%eta_358166}*A_{l_245423,+%\sigma_648132}(p_2)*A_{j_245425,+%\tau_650272}(p_4)^(*)*mu_{i_245425,%eta_358104}(p_3)_u^(*)*mu_{k_245423,%alpha_223750}(p_1)_u + p_1_%\sigma_648133*gamma_{%\sigma_648132,%eta_358168,%alpha_223753}*gamma_{+%\sigma_648133,%eta_358167,%eta_358168}*gamma_{%\tau_650272,%eta_358112,%eta_358167}*A_{l_245423,+%\sigma_648132}(p_2)*A_{j_245425,+%\tau_650272}(p_4)^(*)*mu_{i_245425,%eta_358112}(p_3)_u^(*)*mu_{k_245423,%alpha_223753}(p_1)_u + p_2_%\sigma_648133*gamma_{%\sigma_648132,%eta_358170,%alpha_223754}*gamma_{+%\sigma_648133,%eta_358169,%eta_358170}*gamma_{%\tau_650272,%eta_358115,%eta_358169}*A_{l_245423,+%\sigma_648132}(p_2)*A_{j_245425,+%\tau_650272}(p_4)^(*)*mu_{i_245425,%eta_358115}(p_3)_u^(*)*mu_{k_245423,%alpha_223754}(p_1)_u)/(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/4*e^4*(128*m_mu^2*s_12 + s_11*(64*m_mu^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + (-16)*e^4*m_mu*(m_mu*(s_11 + s_13) + m_mu*(s_12 + s_23))*(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart A_\sigma_646898(X)  to  OffShell mu_beta_171702(X)  OffShell A_\tau_650569(X) : Vertex V_0:A(X_2),  OffShell mu(X_3), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1),  OffShell A(X_4),  OffShell mu(V_1), : i*e^2*(m_mu*gamma_{%\mu_641075,%eta_359234,%alpha_224303}*gamma_{%\sigma_648518,%eta_359172,%eta_359234}*A_{l_245451,+%\sigma_648518}(p_2)*A_{j_245453,+%\mu_641075}(p_4)^(*)*mu_{i_245453,%eta_359172}(p_3)_u^(*)*mu_{k_245451,%alpha_224303}(p_1)_u + -p_2_%\tau_650538*gamma_{%\mu_641075,%eta_359236,%alpha_224306}*gamma_{%\sigma_648518,%eta_359180,%eta_359235}*gamma_{+%\tau_650538,%eta_359235,%eta_359236}*A_{l_245451,+%\sigma_648518}(p_2)*A_{j_245453,+%\mu_641075}(p_4)^(*)*mu_{i_245453,%eta_359180}(p_3)_u^(*)*mu_{k_245451,%alpha_224306}(p_1)_u + p_3_%\tau_650538*gamma_{%\mu_641075,%eta_359238,%alpha_224307}*gamma_{%\sigma_648518,%eta_359183,%eta_359237}*gamma_{+%\tau_650538,%eta_359237,%eta_359238}*A_{l_245451,+%\sigma_648518}(p_2)*A_{j_245453,+%\mu_641075}(p_4)^(*)*mu_{i_245453,%eta_359183}(p_3)_u^(*)*mu_{k_245451,%alpha_224307}(p_1)_u)/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/4*i*e^2*(i*e^2*(64*m_mu^2 + 16*s_13)*s_33/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_mu^2*(s_13 + s_33)/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop))/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) + (-8)*i*e^2*(i*e^2*s_12*s_23/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) + 2*i*e^2*m_mu^2*(s_12 + s_23)/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) + -1/4*i*e^2*(16*m_mu^2*s_23 + 4*s_12*s_33)/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop))/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart A_\sigma_646898(X)  to  OffShell mu_beta_171702(X)  OffShell A_\tau_650569(X) : Vertex V_0: OffShell mu(X_3),  OffShell A(X_4), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1), A(X_2),  OffShell mu(V_1), : i*e^2*(p_1_%\lambda_667220*gamma_{+%\lambda_667220,%eta_359320,%eta_359321}*gamma_{%\mu_641101,%eta_359264,%eta_359320}*gamma_{%\sigma_648552,%eta_359321,%alpha_224340}*A_{l_245451,+%\sigma_648552}(p_2)*A_{j_245453,+%\mu_641101}(p_4)^(*)*mu_{i_245453,%eta_359264}(p_3)_u^(*)*mu_{k_245451,%alpha_224340}(p_1)_u + p_2_%\lambda_667220*gamma_{+%\lambda_667220,%eta_359322,%eta_359323}*gamma_{%\mu_641101,%eta_359267,%eta_359322}*gamma_{%\sigma_648552,%eta_359323,%alpha_224341}*A_{l_245451,+%\sigma_648552}(p_2)*A_{j_245453,+%\mu_641101}(p_4)^(*)*mu_{i_245453,%eta_359267}(p_3)_u^(*)*mu_{k_245451,%alpha_224341}(p_1)_u + m_mu*gamma_{%\mu_641101,%eta_359270,%eta_359324}*gamma_{%\sigma_648552,%eta_359324,%alpha_224342}*A_{l_245451,+%\sigma_648552}(p_2)*A_{j_245453,+%\mu_641101}(p_4)^(*)*mu_{i_245453,%eta_359270}(p_3)_u^(*)*mu_{k_245451,%alpha_224342}(p_1)_u)/(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/4*e^4*(128*m_mu^2*s_12 + s_11*(64*m_mu^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + (-16)*e^4*m_mu*(m_mu*(s_11 + s_13) + m_mu*(s_12 + s_23))*(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart A_\sigma_646898(X)  to  OffShell mu_beta_171702(X)  AntiPart A_\mu_641387(X) : Vertex V_0:A(X_2),  OffShell mu(X_3), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1), A(X_4),  OffShell mu(V_1), : i*e^2*(m_mu*gamma_{%\nu_648939,%eta_360370,%alpha_224862}*gamma_{%\sigma_648826,%eta_360308,%eta_360370}*A_{j_245481,+%\nu_648939}(p_4)^(*)*A_{l_245479,+%\sigma_648826}(p_2)*mu_{i_245481,%eta_360308}(p_3)_u^(*)*mu_{k_245479,%alpha_224862}(p_1)_u + -p_2_%\mu_641361*gamma_{+%\mu_641361,%eta_360371,%eta_360372}*gamma_{%\nu_648939,%eta_360372,%alpha_224865}*gamma_{%\sigma_648826,%eta_360316,%eta_360371}*A_{j_245481,+%\nu_648939}(p_4)^(*)*A_{l_245479,+%\sigma_648826}(p_2)*mu_{i_245481,%eta_360316}(p_3)_u^(*)*mu_{k_245479,%alpha_224865}(p_1)_u + p_3_%\mu_641361*gamma_{+%\mu_641361,%eta_360373,%eta_360374}*gamma_{%\nu_648939,%eta_360374,%alpha_224866}*gamma_{%\sigma_648826,%eta_360319,%eta_360373}*A_{j_245481,+%\nu_648939}(p_4)^(*)*A_{l_245479,+%\sigma_648826}(p_2)*mu_{i_245481,%eta_360319}(p_3)_u^(*)*mu_{k_245479,%alpha_224866}(p_1)_u)/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/4*i*e^2*(i*e^2*(64*m_mu^2 + 16*s_13)*s_33/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_mu^2*(s_13 + s_33)/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop))/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) + (-8)*i*e^2*(i*e^2*s_12*s_23/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) + 2*i*e^2*m_mu^2*(s_12 + s_23)/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) + -1/4*i*e^2*(16*m_mu^2*s_23 + 4*s_12*s_33)/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop))/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart A_\sigma_646898(X)  to  OffShell mu_beta_171702(X)  AntiPart A_\mu_641387(X) : Vertex V_0: OffShell mu(X_3), A(X_4), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1), A(X_2),  OffShell mu(V_1), : i*e^2*(m_mu*gamma_{%\nu_648981,%eta_360394,%eta_360456}*gamma_{%\sigma_648859,%eta_360456,%alpha_224897}*A_{j_245481,+%\nu_648981}(p_4)^(*)*A_{l_245479,+%\sigma_648859}(p_2)*mu_{i_245481,%eta_360394}(p_3)_u^(*)*mu_{k_245479,%alpha_224897}(p_1)_u + p_1_%\tau_650733*gamma_{%\nu_648981,%eta_360402,%eta_360457}*gamma_{%\sigma_648859,%eta_360458,%alpha_224900}*gamma_{+%\tau_650733,%eta_360457,%eta_360458}*A_{j_245481,+%\nu_648981}(p_4)^(*)*A_{l_245479,+%\sigma_648859}(p_2)*mu_{i_245481,%eta_360402}(p_3)_u^(*)*mu_{k_245479,%alpha_224900}(p_1)_u + p_2_%\tau_650733*gamma_{%\nu_648981,%eta_360405,%eta_360459}*gamma_{%\sigma_648859,%eta_360460,%alpha_224901}*gamma_{+%\tau_650733,%eta_360459,%eta_360460}*A_{j_245481,+%\nu_648981}(p_4)^(*)*A_{l_245479,+%\sigma_648859}(p_2)*mu_{i_245481,%eta_360405}(p_3)_u^(*)*mu_{k_245479,%alpha_224901}(p_1)_u)/(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/4*e^4*(128*m_mu^2*s_12 + s_11*(64*m_mu^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + (-16)*e^4*m_mu*(m_mu*(s_11 + s_13) + m_mu*(s_12 + s_23))*(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart A_\sigma_646898(X)  to  OffShell mu_beta_171702(X)  AntiPart OffShell A_\nu_649306(X) : Vertex V_0:A(X_2),  OffShell mu(X_3), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1),  OffShell A(X_4),  OffShell mu(V_1), : i*e^2*(m_mu*gamma_{%\rho_641197,%eta_361490,%alpha_225404}*gamma_{%\sigma_649131,%eta_361428,%eta_361490}*A_{j_245509,+%\rho_641197}(p_4)^(*)*A_{l_245507,+%\sigma_649131}(p_2)*mu_{k_245507,%alpha_225404}(p_1)_u*mu_{i_245509,%eta_361428}(p_3)_u^(*) + -p_2_%\nu_649260*gamma_{+%\nu_649260,%eta_361491,%eta_361492}*gamma_{%\rho_641197,%eta_361492,%alpha_225407}*gamma_{%\sigma_649131,%eta_361436,%eta_361491}*A_{j_245509,+%\rho_641197}(p_4)^(*)*A_{l_245507,+%\sigma_649131}(p_2)*mu_{k_245507,%alpha_225407}(p_1)_u*mu_{i_245509,%eta_361436}(p_3)_u^(*) + p_3_%\nu_649260*gamma_{+%\nu_649260,%eta_361493,%eta_361494}*gamma_{%\rho_641197,%eta_361494,%alpha_225408}*gamma_{%\sigma_649131,%eta_361439,%eta_361493}*A_{j_245509,+%\rho_641197}(p_4)^(*)*A_{l_245507,+%\sigma_649131}(p_2)*mu_{k_245507,%alpha_225408}(p_1)_u*mu_{i_245509,%eta_361439}(p_3)_u^(*))/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/4*i*e^2*(i*e^2*(64*m_mu^2 + 16*s_13)*s_33/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_mu^2*(s_13 + s_33)/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop))/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) + (-8)*i*e^2*(i*e^2*s_12*s_23/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) + 2*i*e^2*m_mu^2*(s_12 + s_23)/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop) + -1/4*i*e^2*(16*m_mu^2*s_23 + 4*s_12*s_33)/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop))/(m_mu^2 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart A_\sigma_646898(X)  to  OffShell mu_beta_171702(X)  AntiPart OffShell A_\nu_649306(X) : Vertex V_0: OffShell mu(X_3),  OffShell A(X_4), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1), A(X_2),  OffShell mu(V_1), : i*e^2*(p_1_%\mu_641552*gamma_{+%\mu_641552,%eta_361576,%eta_361577}*gamma_{%\rho_641223,%eta_361520,%eta_361576}*gamma_{%\sigma_649164,%eta_361577,%alpha_225441}*A_{j_245509,+%\rho_641223}(p_4)^(*)*A_{l_245507,+%\sigma_649164}(p_2)*mu_{k_245507,%alpha_225441}(p_1)_u*mu_{i_245509,%eta_361520}(p_3)_u^(*) + p_2_%\mu_641552*gamma_{+%\mu_641552,%eta_361578,%eta_361579}*gamma_{%\rho_641223,%eta_361523,%eta_361578}*gamma_{%\sigma_649164,%eta_361579,%alpha_225442}*A_{j_245509,+%\rho_641223}(p_4)^(*)*A_{l_245507,+%\sigma_649164}(p_2)*mu_{k_245507,%alpha_225442}(p_1)_u*mu_{i_245509,%eta_361523}(p_3)_u^(*) + m_mu*gamma_{%\rho_641223,%eta_361526,%eta_361580}*gamma_{%\sigma_649164,%eta_361580,%alpha_225443}*A_{j_245509,+%\rho_641223}(p_4)^(*)*A_{l_245507,+%\sigma_649164}(p_2)*mu_{k_245507,%alpha_225443}(p_1)_u*mu_{i_245509,%eta_361526}(p_3)_u^(*))/(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/4*e^4*(128*m_mu^2*s_12 + s_11*(64*m_mu^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + (-16)*e^4*m_mu*(m_mu*(s_11 + s_13) + m_mu*(s_12 + s_23))*(m_mu^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart OffShell A_\tau_651090(X)  to  mu_beta_172382(X)  A_\mu_641835(X) : Vertex V_0: OffShell A(X_2), mu(X_3), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1), A(X_4),  OffShell mu(V_1), : i*e^2*(p_2_%\tau_651020*gamma_{%\mu_641775,%eta_362607,%alpha_225982}*gamma_{%\tau_651018,%eta_362581,%eta_362606}*gamma_{+%\tau_651020,%eta_362606,%eta_362607}*A_{j_245553,+%\mu_641775}(p_4)^(*)*A_{l_245551,+%\tau_651018}(p_2)*mu_{i_245553,%eta_362581}(p_3)_u^(*)*mu_{k_245551,%alpha_225982}(p_1)_u + (-2)*p_3_%\tau_651018*gamma_{%\mu_641775,%eta_362589,%alpha_225987}*A_{j_245553,+%\mu_641775}(p_4)^(*)*A_{l_245551,+%\tau_651018}(p_2)*mu_{i_245553,%eta_362589}(p_3)_u^(*)*mu_{k_245551,%alpha_225987}(p_1)_u)/(s_22 + (-2)*s_23 + reg_prop) : e^4*(16*m_mu^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)*(s_22 + (-2)*s_23 + reg_prop)^(-2) + (-16)*i*e^2*(i*e^2*m_mu^2*(m_mu^2 + -1/2*s_13)/(s_22 + (-2)*s_23 + reg_prop) + 1/2*i*e^2*m_mu^2*(s_12 + (-2)*s_23)/(s_22 + (-2)*s_23 + reg_prop))/(s_22 + (-2)*s_23 + reg_prop)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart OffShell A_\tau_651090(X)  to  mu_beta_172382(X)  A_\mu_641835(X) : Vertex V_0:mu(X_3), A(X_4), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1),  OffShell A(X_2),  OffShell mu(V_1), : i*e^2*(p_1_%\lambda_667761*gamma_{+%\lambda_667761,%eta_362687,%eta_362688}*gamma_{%\mu_641802,%eta_362631,%eta_362687}*gamma_{%\tau_651051,%eta_362688,%alpha_226021}*A_{j_245553,+%\mu_641802}(p_4)^(*)*A_{l_245551,+%\tau_651051}(p_2)*mu_{i_245553,%eta_362631}(p_3)_u^(*)*mu_{k_245551,%alpha_226021}(p_1)_u + p_2_%\lambda_667761*gamma_{+%\lambda_667761,%eta_362689,%eta_362690}*gamma_{%\mu_641802,%eta_362634,%eta_362689}*gamma_{%\tau_651051,%eta_362690,%alpha_226022}*A_{j_245553,+%\mu_641802}(p_4)^(*)*A_{l_245551,+%\tau_651051}(p_2)*mu_{i_245553,%eta_362634}(p_3)_u^(*)*mu_{k_245551,%alpha_226022}(p_1)_u + m_mu*gamma_{%\mu_641802,%eta_362637,%eta_362691}*gamma_{%\tau_651051,%eta_362691,%alpha_226023}*A_{j_245553,+%\mu_641802}(p_4)^(*)*A_{l_245551,+%\tau_651051}(p_2)*mu_{i_245553,%eta_362637}(p_3)_u^(*)*mu_{k_245551,%alpha_226023}(p_1)_u)/(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + 1/4*e^4*(128*m_mu^2*s_12 + s_11*(64*m_mu^2 + 16*s_13) + 64*m_mu^2*s_22 + (-16)*s_13*s_22 + 32*s_11*s_23 + 32*s_12*s_23)*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + (-16)*e^4*m_mu*(m_mu*(s_11 + s_13) + m_mu*(s_12 + s_23))*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart OffShell A_\tau_651090(X)  to  mu_beta_172382(X)  OffShell A_\sigma_649555(X) : Vertex V_0: OffShell A(X_2), mu(X_3), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1),  OffShell A(X_4),  OffShell mu(V_1), : i*e^2*(p_2_%\sigma_649535*gamma_{%\lambda_667999,%eta_363434,%alpha_226439}*gamma_{+%\sigma_649535,%eta_363433,%eta_363434}*gamma_{%\tau_651307,%eta_363408,%eta_363433}*A_{l_245581,+%\tau_651307}(p_2)*A_{j_245583,+%\lambda_667999}(p_4)^(*)*mu_{k_245581,%alpha_226439}(p_1)_u*mu_{i_245583,%eta_363408}(p_3)_u^(*) + (-2)*p_3_%\tau_651307*gamma_{%\lambda_667999,%eta_363416,%alpha_226442}*A_{l_245581,+%\tau_651307}(p_2)*A_{j_245583,+%\lambda_667999}(p_4)^(*)*mu_{k_245581,%alpha_226442}(p_1)_u*mu_{i_245583,%eta_363416}(p_3)_u^(*))/(s_22 + (-2)*s_23 + reg_prop) : e^4*(16*m_mu^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)*(s_22 + (-2)*s_23 + reg_prop)^(-2) + (-16)*i*e^2*(i*e^2*m_mu^2*(m_mu^2 + -1/2*s_13)/(s_22 + (-2)*s_23 + reg_prop) + 1/2*i*e^2*m_mu^2*(s_12 + (-2)*s_23)/(s_22 + (-2)*s_23 + reg_prop))/(s_22 + (-2)*s_23 + reg_prop)
