Interaction:  b_gam_189(X)^(*)  AntiPart b_del_184(X)  to  e_eps_85(X)  AntiPart e_eta_152(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/6*i*e^2*gamma_{+%\tau_327,%gam_186,%del_182}*gamma_{%\tau_327,%gam_187,%eps_82}*b_{k_71,%eps_82}(p_1)_u*b_{l_71,%gam_187}(p_2)_v^(*)*e_{i_73,%gam_186}(p_3)_u^(*)*e_{j_73,%del_182}(p_4)_v/(m_b^2 + s_12 + 1/2*reg_prop) : 1/36*e^4*(16*m_b^2*m_e^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  OffShell b_eps_59732(X)^(*)  OffShell A_\nu_173506(X)  to  b_del_112125(X)  AntiPart A_\mu_172520(X) : Vertex V_1: OffShell A(X_2), b(X_3), AntiPart  OffShell b(V_1), Vertex V_0: OffShell b(X_1), A(X_4),  OffShell b(V_0), : 1/9*i*e^2*(p_2_%\tau_257540*gamma_{%\tau_257536,%gam_218723,%eps_64128}*gamma_{%\tau_257538,%gam_218697,%gam_218722}*gamma_{+%\tau_257540,%gam_218722,%gam_218723}*A_{j_63677,+%\tau_257536}(p_4)^(*)*A_{l_63675,+%\tau_257538}(p_2)*b_{i_63677,%gam_218697}(p_3)_u^(*)*b_{k_63675,%eps_64128}(p_1)_u + (-2)*p_3_%\tau_257538*gamma_{%\tau_257536,%gam_218705,%eps_64131}*A_{j_63677,+%\tau_257536}(p_4)^(*)*A_{l_63675,+%\tau_257538}(p_2)*b_{i_63677,%gam_218705}(p_3)_u^(*)*b_{k_63675,%eps_64131}(p_1)_u)/(s_22 + (-2)*s_23 + reg_prop) : 1/81*e^4*(16*m_b^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)*(s_22 + (-2)*s_23 + reg_prop)^(-2) + -16/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + -1/2*s_13)/(s_22 + (-2)*s_23 + reg_prop) + 1/2*i*e^2*m_b^2*(s_12 + (-2)*s_23)/(s_22 + (-2)*s_23 + reg_prop))/(s_22 + (-2)*s_23 + reg_prop)
Interaction:  OffShell b_eps_59732(X)^(*)  OffShell A_\nu_173506(X)  to  b_del_112125(X)  AntiPart OffShell A_\nu_173794(X) : Vertex V_0: OffShell A(X_2), b(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_4),  OffShell b(V_1), : 1/9*i*e^2*(p_2_%\nu_173770*gamma_{+%\nu_173770,%gam_219459,%gam_219460}*gamma_{%\tau_257981,%gam_219424,%gam_219459}*gamma_{%\tau_257983,%gam_219460,%eps_64447}*A_{j_63707,+%\tau_257983}(p_4)^(*)*A_{l_63705,+%\tau_257981}(p_2)*b_{i_63707,%gam_219424}(p_3)_u^(*)*b_{k_63705,%eps_64447}(p_1)_u + (-2)*p_3_%\tau_257981*gamma_{%\tau_257983,%gam_219430,%eps_64452}*A_{j_63707,+%\tau_257983}(p_4)^(*)*A_{l_63705,+%\tau_257981}(p_2)*b_{i_63707,%gam_219430}(p_3)_u^(*)*b_{k_63705,%eps_64452}(p_1)_u)/(s_22 + (-2)*s_23 + reg_prop) : 1/81*e^4*(16*m_b^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)*(s_22 + (-2)*s_23 + reg_prop)^(-2) + -16/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + -1/2*s_13)/(s_22 + (-2)*s_23 + reg_prop) + 1/2*i*e^2*m_b^2*(s_12 + (-2)*s_23)/(s_22 + (-2)*s_23 + reg_prop))/(s_22 + (-2)*s_23 + reg_prop)
Interaction:  OffShell b_eps_59732(X)^(*)  OffShell A_\nu_173506(X)  to  b_del_112125(X)  AntiPart OffShell A_\nu_173794(X) : Vertex V_0:b(X_3),  OffShell A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_2),  OffShell b(V_1), : 1/9*i*e^2*(p_1_%\mu_172679*gamma_{+%\mu_172679,%gam_219540,%gam_219541}*gamma_{%\tau_258032,%gam_219484,%gam_219540}*gamma_{%\tau_258034,%gam_219541,%eps_64485}*A_{j_63707,+%\tau_258032}(p_4)^(*)*A_{l_63705,+%\tau_258034}(p_2)*b_{i_63707,%gam_219484}(p_3)_u^(*)*b_{k_63705,%eps_64485}(p_1)_u + p_2_%\mu_172679*gamma_{+%\mu_172679,%gam_219542,%gam_219543}*gamma_{%\tau_258032,%gam_219487,%gam_219542}*gamma_{%\tau_258034,%gam_219543,%eps_64486}*A_{j_63707,+%\tau_258032}(p_4)^(*)*A_{l_63705,+%\tau_258034}(p_2)*b_{i_63707,%gam_219487}(p_3)_u^(*)*b_{k_63705,%eps_64486}(p_1)_u + m_b*gamma_{%\tau_258032,%gam_219490,%gam_219544}*gamma_{%\tau_258034,%gam_219544,%eps_64487}*A_{j_63707,+%\tau_258032}(p_4)^(*)*A_{l_63705,+%\tau_258034}(p_2)*b_{i_63707,%gam_219490}(p_3)_u^(*)*b_{k_63705,%eps_64487}(p_1)_u)/(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + 1/324*e^4*(128*m_b^2*s_12 + s_11*(64*m_b^2 + 16*s_13) + 64*m_b^2*s_22 + (-16)*s_13*s_22 + 32*s_11*s_23 + 32*s_12*s_23)*(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + -16/81*e^4*m_b*(m_b*(s_11 + s_13) + m_b*(s_12 + s_23))*(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2)
Interaction:  OffShell b_eps_59732(X)^(*)  OffShell A_\nu_173506(X)  to  OffShell b_del_113106(X)  A_\rho_171296(X) : Vertex V_0: OffShell b(X_3), A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_2),  OffShell b(V_1), : 1/9*i*e^2*(p_1_%\rho_171277*gamma_{+%\rho_171277,%gam_220334,%gam_220335}*gamma_{%\tau_258442,%gam_220275,%gam_220334}*gamma_{%\tau_258443,%gam_220335,%eps_64878}*A_{l_63735,+%\tau_258443}(p_2)*A_{j_63737,+%\tau_258442}(p_4)^(*)*b_{i_63737,%gam_220275}(p_3)_u^(*)*b_{k_63735,%eps_64878}(p_1)_u + p_2_%\rho_171277*gamma_{+%\rho_171277,%gam_220336,%gam_220337}*gamma_{%\tau_258442,%gam_220278,%gam_220336}*gamma_{%\tau_258443,%gam_220337,%eps_64879}*A_{l_63735,+%\tau_258443}(p_2)*A_{j_63737,+%\tau_258442}(p_4)^(*)*b_{i_63737,%gam_220278}(p_3)_u^(*)*b_{k_63735,%eps_64879}(p_1)_u + m_b*gamma_{%\tau_258442,%gam_220281,%gam_220338}*gamma_{%\tau_258443,%gam_220338,%eps_64880}*A_{l_63735,+%\tau_258443}(p_2)*A_{j_63737,+%\tau_258442}(p_4)^(*)*b_{i_63737,%gam_220281}(p_3)_u^(*)*b_{k_63735,%eps_64880}(p_1)_u)/(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + 1/324*e^4*(128*m_b^2*s_12 + s_11*(64*m_b^2 + 16*s_13) + 64*m_b^2*s_22 + (-16)*s_13*s_22 + 32*s_11*s_23 + 32*s_12*s_23)*(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + -16/81*e^4*m_b*(m_b*(s_11 + s_13) + m_b*(s_12 + s_23))*(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2)
Interaction:  OffShell b_eps_59732(X)^(*)  OffShell A_\nu_173506(X)  to  OffShell b_del_113106(X)  A_\rho_171296(X) : Vertex V_0: OffShell A(X_2),  OffShell b(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_4),  OffShell b(V_1), : -1/9*i*e^2*(p_2_%\nu_173952*gamma_{+%\nu_173952,%gam_220424,%gam_220425}*gamma_{%\tau_258493,%gam_220365,%gam_220424}*gamma_{%\tau_258494,%gam_220425,%eps_64967}*A_{l_63735,+%\tau_258493}(p_2)*A_{j_63737,+%\tau_258494}(p_4)^(*)*b_{i_63737,%gam_220365}(p_3)_u^(*)*b_{k_63735,%eps_64967}(p_1)_u + -p_3_%\nu_173952*gamma_{+%\nu_173952,%gam_220426,%gam_220427}*gamma_{%\tau_258493,%gam_220368,%gam_220426}*gamma_{%\tau_258494,%gam_220427,%eps_64968}*A_{l_63735,+%\tau_258493}(p_2)*A_{j_63737,+%\tau_258494}(p_4)^(*)*b_{i_63737,%gam_220368}(p_3)_u^(*)*b_{k_63735,%eps_64968}(p_1)_u + -m_b*gamma_{%\tau_258493,%gam_220371,%gam_220428}*gamma_{%\tau_258494,%gam_220428,%eps_64969}*A_{l_63735,+%\tau_258493}(p_2)*A_{j_63737,+%\tau_258494}(p_4)^(*)*b_{i_63737,%gam_220371}(p_3)_u^(*)*b_{k_63735,%eps_64969}(p_1)_u)/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/324*i*e^2*(i*e^2*(64*m_b^2 + 16*s_13)*s_33/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_b^2*(s_13 + s_33)/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -16/81*i*e^2*(i*e^2*m_b^2*(s_12 + s_23)/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 1/16*i*e^2*(16*m_b^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -1/8*i*e^2*(16*m_b^2*s_23 + 4*s_12*s_33)/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell b_eps_59732(X)^(*)  OffShell A_\nu_173506(X)  to  OffShell b_del_113106(X)  OffShell A_\sigma_173738(X) : Vertex V_0: OffShell A(X_2),  OffShell b(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_4),  OffShell b(V_1), : -1/9*i*e^2*(p_2_%\sigma_173719*gamma_{+%\sigma_173719,%gam_221524,%gam_221525}*gamma_{%\tau_258987,%gam_221468,%gam_221524}*gamma_{%\tau_258988,%gam_221525,%eps_65496}*A_{j_63765,+%\tau_258988}(p_4)^(*)*A_{l_63763,+%\tau_258987}(p_2)*b_{k_63763,%eps_65496}(p_1)_u*b_{i_63765,%gam_221468}(p_3)_u^(*) + -p_3_%\sigma_173719*gamma_{+%\sigma_173719,%gam_221526,%gam_221527}*gamma_{%\tau_258987,%gam_221471,%gam_221526}*gamma_{%\tau_258988,%gam_221527,%eps_65497}*A_{j_63765,+%\tau_258988}(p_4)^(*)*A_{l_63763,+%\tau_258987}(p_2)*b_{k_63763,%eps_65497}(p_1)_u*b_{i_63765,%gam_221471}(p_3)_u^(*) + -m_b*gamma_{%\tau_258987,%gam_221474,%gam_221528}*gamma_{%\tau_258988,%gam_221528,%eps_65498}*A_{j_63765,+%\tau_258988}(p_4)^(*)*A_{l_63763,+%\tau_258987}(p_2)*b_{k_63763,%eps_65498}(p_1)_u*b_{i_63765,%gam_221474}(p_3)_u^(*))/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/324*i*e^2*(i*e^2*(64*m_b^2 + 16*s_13)*s_33/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_b^2*(s_13 + s_33)/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -16/81*i*e^2*(i*e^2*m_b^2*(s_12 + s_23)/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 1/16*i*e^2*(16*m_b^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -1/8*i*e^2*(16*m_b^2*s_23 + 4*s_12*s_33)/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell b_eps_59732(X)^(*)  OffShell A_\nu_173506(X)  to  OffShell b_del_113106(X)  OffShell A_\sigma_173738(X) : Vertex V_0: OffShell b(X_3),  OffShell A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_2),  OffShell b(V_1), : 1/9*i*e^2*(p_1_%\rho_171472*gamma_{+%\rho_171472,%gam_221610,%gam_221611}*gamma_{%\tau_259038,%gam_221554,%gam_221610}*gamma_{%\tau_259039,%gam_221611,%eps_65585}*A_{j_63765,+%\tau_259038}(p_4)^(*)*A_{l_63763,+%\tau_259039}(p_2)*b_{k_63763,%eps_65585}(p_1)_u*b_{i_63765,%gam_221554}(p_3)_u^(*) + p_2_%\rho_171472*gamma_{+%\rho_171472,%gam_221612,%gam_221613}*gamma_{%\tau_259038,%gam_221557,%gam_221612}*gamma_{%\tau_259039,%gam_221613,%eps_65586}*A_{j_63765,+%\tau_259038}(p_4)^(*)*A_{l_63763,+%\tau_259039}(p_2)*b_{k_63763,%eps_65586}(p_1)_u*b_{i_63765,%gam_221557}(p_3)_u^(*) + m_b*gamma_{%\tau_259038,%gam_221560,%gam_221614}*gamma_{%\tau_259039,%gam_221614,%eps_65587}*A_{j_63765,+%\tau_259038}(p_4)^(*)*A_{l_63763,+%\tau_259039}(p_2)*b_{k_63763,%eps_65587}(p_1)_u*b_{i_63765,%gam_221560}(p_3)_u^(*))/(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + 1/324*e^4*(128*m_b^2*s_12 + s_11*(64*m_b^2 + 16*s_13) + 64*m_b^2*s_22 + (-16)*s_13*s_22 + 32*s_11*s_23 + 32*s_12*s_23)*(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + -16/81*e^4*m_b*(m_b*(s_11 + s_13) + m_b*(s_12 + s_23))*(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2)
Interaction:  OffShell b_eps_59732(X)^(*)  OffShell A_\nu_173506(X)  to  OffShell b_del_113106(X)  AntiPart A_\lambda_175060(X) : Vertex V_0: OffShell A(X_2),  OffShell b(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_4),  OffShell b(V_1), : -1/9*i*e^2*(p_2_%\lambda_175039*gamma_{+%\lambda_175039,%gam_222700,%gam_222701}*gamma_{%\tau_259540,%gam_222644,%gam_222700}*gamma_{%\tau_259541,%gam_222701,%eps_66112}*A_{l_63791,+%\tau_259540}(p_2)*A_{j_63793,+%\tau_259541}(p_4)^(*)*b_{k_63791,%eps_66112}(p_1)_u*b_{i_63793,%gam_222644}(p_3)_u^(*) + -p_3_%\lambda_175039*gamma_{+%\lambda_175039,%gam_222702,%gam_222703}*gamma_{%\tau_259540,%gam_222647,%gam_222702}*gamma_{%\tau_259541,%gam_222703,%eps_66113}*A_{l_63791,+%\tau_259540}(p_2)*A_{j_63793,+%\tau_259541}(p_4)^(*)*b_{k_63791,%eps_66113}(p_1)_u*b_{i_63793,%gam_222647}(p_3)_u^(*) + -m_b*gamma_{%\tau_259540,%gam_222650,%gam_222704}*gamma_{%\tau_259541,%gam_222704,%eps_66114}*A_{l_63791,+%\tau_259540}(p_2)*A_{j_63793,+%\tau_259541}(p_4)^(*)*b_{k_63791,%eps_66114}(p_1)_u*b_{i_63793,%gam_222650}(p_3)_u^(*))/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/324*i*e^2*(i*e^2*(64*m_b^2 + 16*s_13)*s_33/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_b^2*(s_13 + s_33)/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -16/81*i*e^2*(i*e^2*m_b^2*(s_12 + s_23)/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 1/16*i*e^2*(16*m_b^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -1/8*i*e^2*(16*m_b^2*s_23 + 4*s_12*s_33)/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell b_eps_59732(X)^(*)  OffShell A_\nu_173506(X)  to  OffShell b_del_113106(X)  AntiPart A_\lambda_175060(X) : Vertex V_0: OffShell b(X_3), A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_2),  OffShell b(V_1), : 1/9*i*e^2*(p_1_%\sigma_173921*gamma_{+%\sigma_173921,%gam_222786,%gam_222787}*gamma_{%\tau_259588,%gam_222730,%gam_222786}*gamma_{%\tau_259589,%gam_222787,%eps_66201}*A_{l_63791,+%\tau_259589}(p_2)*A_{j_63793,+%\tau_259588}(p_4)^(*)*b_{k_63791,%eps_66201}(p_1)_u*b_{i_63793,%gam_222730}(p_3)_u^(*) + p_2_%\sigma_173921*gamma_{+%\sigma_173921,%gam_222788,%gam_222789}*gamma_{%\tau_259588,%gam_222733,%gam_222788}*gamma_{%\tau_259589,%gam_222789,%eps_66202}*A_{l_63791,+%\tau_259589}(p_2)*A_{j_63793,+%\tau_259588}(p_4)^(*)*b_{k_63791,%eps_66202}(p_1)_u*b_{i_63793,%gam_222733}(p_3)_u^(*) + m_b*gamma_{%\tau_259588,%gam_222736,%gam_222790}*gamma_{%\tau_259589,%gam_222790,%eps_66203}*A_{l_63791,+%\tau_259589}(p_2)*A_{j_63793,+%\tau_259588}(p_4)^(*)*b_{k_63791,%eps_66203}(p_1)_u*b_{i_63793,%gam_222736}(p_3)_u^(*))/(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + 1/324*e^4*(128*m_b^2*s_12 + s_11*(64*m_b^2 + 16*s_13) + 64*m_b^2*s_22 + (-16)*s_13*s_22 + 32*s_11*s_23 + 32*s_12*s_23)*(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + -16/81*e^4*m_b*(m_b*(s_11 + s_13) + m_b*(s_12 + s_23))*(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2)
Interaction:  OffShell b_eps_59732(X)^(*)  OffShell A_\nu_173506(X)  to  OffShell b_del_113106(X)  AntiPart OffShell A_\tau_260197(X) : Vertex V_0: OffShell b(X_3),  OffShell A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_2),  OffShell b(V_1), : 1/9*i*e^2*(m_b*gamma_{%\tau_260100,%gam_223812,%gam_223874}*gamma_{%\tau_260101,%gam_223874,%eps_66720}*A_{j_63821,+%\tau_260100}(p_4)^(*)*A_{l_63819,+%\tau_260101}(p_2)*b_{k_63819,%eps_66720}(p_1)_u*b_{i_63821,%gam_223812}(p_3)_u^(*) + p_1_%\tau_260102*gamma_{%\tau_260100,%gam_223820,%gam_223875}*gamma_{%\tau_260101,%gam_223876,%eps_66723}*gamma_{+%\tau_260102,%gam_223875,%gam_223876}*A_{j_63821,+%\tau_260100}(p_4)^(*)*A_{l_63819,+%\tau_260101}(p_2)*b_{k_63819,%eps_66723}(p_1)_u*b_{i_63821,%gam_223820}(p_3)_u^(*) + p_2_%\tau_260102*gamma_{%\tau_260100,%gam_223823,%gam_223877}*gamma_{%\tau_260101,%gam_223878,%eps_66724}*gamma_{+%\tau_260102,%gam_223877,%gam_223878}*A_{j_63821,+%\tau_260100}(p_4)^(*)*A_{l_63819,+%\tau_260101}(p_2)*b_{k_63819,%eps_66724}(p_1)_u*b_{i_63821,%gam_223823}(p_3)_u^(*))/(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + 1/324*e^4*(128*m_b^2*s_12 + s_11*(64*m_b^2 + 16*s_13) + 64*m_b^2*s_22 + (-16)*s_13*s_22 + 32*s_11*s_23 + 32*s_12*s_23)*(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + -16/81*e^4*m_b*(m_b*(s_11 + s_13) + m_b*(s_12 + s_23))*(m_b^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2)
Interaction:  OffShell b_eps_59732(X)^(*)  OffShell A_\nu_173506(X)  to  OffShell b_del_113106(X)  AntiPart OffShell A_\tau_260197(X) : Vertex V_0: OffShell A(X_2),  OffShell b(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_4),  OffShell b(V_1), : -1/9*i*e^2*(p_2_%\lambda_175243*gamma_{+%\lambda_175243,%gam_223960,%gam_223961}*gamma_{%\tau_260162,%gam_223904,%gam_223960}*gamma_{%\tau_260163,%gam_223961,%eps_66811}*A_{j_63821,+%\tau_260163}(p_4)^(*)*A_{l_63819,+%\tau_260162}(p_2)*b_{k_63819,%eps_66811}(p_1)_u*b_{i_63821,%gam_223904}(p_3)_u^(*) + -p_3_%\lambda_175243*gamma_{+%\lambda_175243,%gam_223962,%gam_223963}*gamma_{%\tau_260162,%gam_223907,%gam_223962}*gamma_{%\tau_260163,%gam_223963,%eps_66812}*A_{j_63821,+%\tau_260163}(p_4)^(*)*A_{l_63819,+%\tau_260162}(p_2)*b_{k_63819,%eps_66812}(p_1)_u*b_{i_63821,%gam_223907}(p_3)_u^(*) + -m_b*gamma_{%\tau_260162,%gam_223910,%gam_223964}*gamma_{%\tau_260163,%gam_223964,%eps_66813}*A_{j_63821,+%\tau_260163}(p_4)^(*)*A_{l_63819,+%\tau_260162}(p_2)*b_{k_63819,%eps_66813}(p_1)_u*b_{i_63821,%gam_223910}(p_3)_u^(*))/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/324*i*e^2*(i*e^2*(64*m_b^2 + 16*s_13)*s_33/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_b^2*(s_13 + s_33)/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -16/81*i*e^2*(i*e^2*m_b^2*(s_12 + s_23)/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 1/16*i*e^2*(16*m_b^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -1/8*i*e^2*(16*m_b^2*s_23 + 4*s_12*s_33)/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_b^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell b_eps_59732(X)^(*)  AntiPart A_\sigma_174245(X)  to  b_beta_51828(X)  A_\lambda_175482(X) : Vertex V_0:b(X_3), A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_2),  OffShell b(V_1), : 1/9*i*e^2*(p_1_%\sigma_174213*gamma_{+%\sigma_174213,%gam_225050,%gam_225051}*gamma_{%\tau_260800,%gam_224994,%gam_225050}*gamma_{%\tau_260802,%gam_225051,%eps_67289}*A_{j_63865,+%\tau_260800}(p_4)^(*)*A_{l_63863,+%\tau_260802}(p_2)*b_{i_63865,%gam_224994}(p_3)_u^(*)*b_{k_63863,%eps_67289}(p_1)_u + p_2_%\sigma_174213*gamma_{+%\sigma_174213,%gam_225052,%gam_225053}*gamma_{%\tau_260800,%gam_224997,%gam_225052}*gamma_{%\tau_260802,%gam_225053,%eps_67290}*A_{j_63865,+%\tau_260800}(p_4)^(*)*A_{l_63863,+%\tau_260802}(p_2)*b_{i_63865,%gam_224997}(p_3)_u^(*)*b_{k_63863,%eps_67290}(p_1)_u + m_b*gamma_{%\tau_260800,%gam_225000,%gam_225054}*gamma_{%\tau_260802,%gam_225054,%eps_67291}*A_{j_63865,+%\tau_260800}(p_4)^(*)*A_{l_63863,+%\tau_260802}(p_2)*b_{i_63865,%gam_225000}(p_3)_u^(*)*b_{k_63863,%eps_67291}(p_1)_u)/(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/324*e^4*(128*m_b^2*s_12 + s_11*(64*m_b^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + -16/81*e^4*m_b*(m_b*(s_11 + s_13) + m_b*(s_12 + s_23))*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
